,Unnamed: 0,text,canonical
1007,1007,çok terbiyeli bir çorba olacağına inancım tam :D:D ellerine sağlık şimdiden,çok terbiyeli bir çorba olacağına inancım tam : d : d ellerine sağlık şimdiden
1008,1008,"Huseyin omerî: Nofa (stres atmalik.)
Yunus dişkaya: gulê
Hesen zirek: Leyla
Mihemed şêxo: dil perişanim :))",hüseyin ömeri : nova ( stres atmalık . ) yunus diskoya : gül hesen zirek : leyla muhammed Saxo : dil perişanım :) )
1009,1009,TABİ :D,tabii : d
1010,1010,Yok kanka tabiki bana 2 ay yazmayıp dedikodu öğrenmek için mesaj atabilirsin :),yok kanka tabii ki bana 2 ay yazmayıp dedikodu öğrenmek için mesaj atabilirsin :)
1011,1011,Görev tamam :) @HosturkY07pic.twitter.com/nJUo8naVvU,görev tamam :) @hoştürky07piç . twitter.com/njuo8navvu
1012,1012,Zaten 10 gün Adana'daysam 5 günü ona uğruyorum :) Çocukluğumdan beri ondan alışveriş yaparım. İş dışında da görüştüğüm bir arkadaşımdır.,zaten 10 gün adana'daysam 5 günü ona uğruyorum :) çocukluğumdan beri ondan alışveriş yaparım . iş dışında da görüştüğüm bir arkadaşımdır .
1013,1013,"Rüzgarın yönü belli olsun, ben söylemiştim, diyerekten çıkar ortaya..:)","rüzgarın yönü belli olsun , ben söylemiştim , diyelekten çıkar ortaya . . :)"
1014,1014,çok ılgınç komutanım başımın üstünde yerın var dedıklerı bu olsa gerek...:)))),çok ilginç komutanım başımın üstünde yeriniz var dedikleri bu olsa gerek ... :) ) ) )
1015,1015,Keşke ödevleri olsa da ben yapsam :),keşke ödevleri olsa da ben yapsam :)
1016,1016,Kabul et ilk 1-2 saniye andırıyor :)),kabul et ilk 1-2 saniye andırıyor :) )
1017,1017,Darısı başına :),darısı başına :)
1018,1018,öyle diyosa bi halt yemiştir yoksa demezdi rahat ol :D,öyle diyorsa bir halt yemiştir yoksa demezdi rahat ol : d
1019,1019,İşini yapan ve bitirenler eve gitmiş seyirci sahada :),işini yapan ve bitirenler eve gitmiş seyirci sahada :)
1020,1020,It’s what it is Hocaa.. O aydınsa sen peygamberliğini ilân et hiç çekinme :) Bu takımın aydınlığı objektif olma sırası gelene kadar..,is what it is hocam . . o aydınsa son peygamberliğini ilan et hiç çekinme :) bu takımın aydınlığı objektif olma sırası gelene kadar . .
1021,1021,"Roll Adım 1.
Roller kazanırsa 10 kişiye şans parası.
@entebet1 

Roll boyu Takip sinerji ve RT + Fav şart.
3 arkadaş etiketlemeyi unutmadan :)
Bol şans diliyorum
Beni takip etmeyi unutmuyoruz :)! 
#BONUS #FreeBet
 …  Linkten üye olanlara kazanç olursa kutu :)pic.twitter.com/HUGgXXFT6D",rol adım 1. roller kazanırsa 10 kişiye şans parası . @entebet1 rolü boyu takip sinerji ve rt + fav şart . 3 arkadaş etiketlemeyi unutmadan :) bol şans diliyorum beni takip etmeyi unutmuyoruz :) ! #bonus #freebet   … linkten üye olanlara kazanç olursa kutu :) piç . twitter.com/huğgxxft6d
1022,1022,Yaşan söyleme hacı. Hesap ettim Asgari ücretle çalışıyorsan ve tek kuruşuna dokunmazsan 4 yılda sen de kazanabilirsin bir aylık maaşını. :),yaşan söyleme hacı . hesap ettim asgari ücretle çalışıyorsan ve tek kuruşuna dokunmazsan 4 yılda sen de kazanabilirsin bir aylık maaşını . :)
1023,1023,"Şirinlikten ölseymiş :))
Tavuk embriyosunun 6 kere büyütülmüş hali :))  Foto: Tomas Pais de Azevedopic.twitter.com/mfBN4nPM37",şirinlikten ölseymiş :) ) tavuk embriyosunun 6 kere büyütülmüş hali :) ) foto : tomas pais de azevedopic . twitter.com/mfbn4npm37
1024,1024,Diğer hesap kaloriferli galiba burası soğuk demiştin. Sobadan da kurtuldun :),diğer hesap kaloriferli galiba burası soğuk demiştin . sobadan da kurtuldun :)
1025,1025,sem sert olduk avukat bey :D,sem sert olduk avukat bey : d
1026,1026,Baa  gelii :)),baa geldi :) )
1027,1027,"Kısıtlamamak gerek, şalgamla içen de olabilir :)","kısıtlamamak gerek , şalgamla içen de olabilir :)"
1028,1028,"Mardinlisiniz anladık :) 
Geldik gördük gezdik güzeldir.

İzmirlisin anladık
Gevrek diyosunuz yedik hoştur.

Ama yeter :/",mardinlisiniz anladık :) geldik gördük gezdik güzeldir . izmirlisin anladık gevrek diyorsunuz yedik hoştur . ama yeter :/
1029,1029,hayırlı olsun o halde size :)),hayırlı olsun o halde size :) )
1030,1030,Mesajına gülümsedim :),mesajına gülümsedim :)
1031,1031,Allahın belası :D,allahın belası : d
1032,1032,Altıncı Lenin diye perinçekçi hesap var sitede eskiler bilir hala perinçekçilik yapmaya devam ediyor üstelik :) …,altıncı lenin diye perinçekçi hesap var sitede eskiler bilir hala perinçekçilik yapmaya devam ediyor üstelik :)   …
1033,1033,"Ne hoş anlatmışsınız Gülgün Hanım felsefeye ilgi benim gibi tasavvuf felsefesi ile başlamışsa daha da bi ilginç oluyor kavramlar ,tümdengelen bir bilinç oluşuyor ve batı felsefesi okumak yıllanmış bir şarabın tadına baktıktan sonra bağ çubuğuna geri dönmek gibi ama o da zevkli :)","ne hoş anlatmışsınız gülgün hanım felsefeye ilgi benim gibi tasavvuf felsefesi ile başlamışsa daha dabi ilginç oluyor kavramlar , tümden gelen bir bilinç oluşuyor ve batı felsefesi okumak yıllanmış bir şarabın tadına baktıktan sonra bağ çubuğuna geri dönmek gibi ama o da zevkli :)"
1034,1034,"Tatil, aşk ,kazanmak :) anlamlı cümle kurulmaz ","tatil , aşk , kazanmak :) anlamlı cümle kurulmaz"
1035,1035,Allah’u alem :))),Allah’ı alem :) ) )
1036,1036,önemsiz biriyim doru :D …,önemsiz biriyim doru : d  …
1037,1037,Bahsettigin kişiler için hic bir zaman kefil olmadım :)) sadece yardımcı oldum ,bahsettiğin kişiler için hiç bir zaman kefil olmadım :) ) sadece yardımcı oldum
1038,1038,Evetttt  Ta kendisinin :),evet ta kendisinin :)
1039,1039,Vardir bir hikmet :),vardır bir hikmet :)
1040,1040,Bi kalbe imza atmamız gerekiyor artık :),bir kalbe imza atmamız gerekiyor artık :)
1041,1041,İyi geceler Jade hanım :),iyi geceler jade hanım :)
1042,1042,Amerikan president başkan akilli olun yakarım abi deil mi bu :)),amerikan president başkan akıllı olun yakarım abi değil mi bu :) )
1043,1043,arada nostalji yapmayi ihmal etmeyin :) …,arada nostalji yapmayı ihmal etmeyin :)   …
1044,1044,Saka gibi değil mi? nerde  sorunlusu  var bana çattı.  Hep bir öğretmen sorunum oldu. Hadi lise de gıcık bir öğrenci olabilirim. Mutlaka hatam olmuştur ama ilkokul öğretmenim için bunu kabul etmiyorum. Tam bir pişlikti yaşlı cadı. :),şaka gibi değil mi ? nerde sorunlusu var bana çattı . hep bir öğretmen sorunum oldu . hadi lise de gıcık bir öğrenci olabilirim . mutlaka hatam olmuştur ama ilkokul öğretmenim için bunu kabul etmiyorum . tam bir pislikti yaşlı cadı . :)
1045,1045,"Anlamıyorum.
Trabzonsporun çok önemli maçı oynanıyor 1. 0 Dan 1. 1 olmuş kritik gidiyor siz orada Horon ediyorsunuz, ben yapamam  Açık havada da maç izledim ya :)","anlamıyorum . trabzonsporun çok önemli maçı oynanıyor 1. 0 dan 1. 1 olmuş kritik gidiyor siz orada horon ediyorsunuz , ben yapamam açık havada da maç izledim ya :)"
1046,1046,uzun zamandır söyleyemediklerimi tek nefeste söylemişsin kardeşim sağ olasın :),uzun zamandır söyleyemediklerimi tek nefeste söylemişsin kardeşim sağ olasın :)
1047,1047,"Ayda 3 gün gidip 30 farklı açıdan foto çekince 1 aylık ""malzeme"" çıkıyor çünkü :))) bi de şöyle bir grup var: iceteayi viski bardağında, vişne suyunu şarap bardağında çekip efektleyip atanlar. Rakıyı da az yoğurt bol su/süt+su şeklinde çekiyorlar galiba","ayda 3 gün gidip 30 farklı açıdan foto çekince 1 aylık "" malzeme "" çıkıyor çünkü :) ) ) bir de şöyle bir grup var : iceteayı viski bardağında , vişne suyunu şarap bardağında çekip efektlenip atanlar . rakıyı da az yoğurt bol su / süt + su şeklinde çekiyorlar galiba"
1048,1048,ama söylenti işte naparsın :),ama söylenti işte yaparsın :)
1049,1049,Cok benziyor bana ama asla kabul etmiyoruz :),çok benziyor bana ama asla kabul etmiyoruz :)
1050,1050,akp içinde yok ki öyle biri. :),akp içinde yok ki öyle biri . :)
1051,1051,Çaktırma yahu kolay kanıyor o bize sadece kahve seçmesi kalır :D,çaktırma yahu kolay kanıyor o bize sadece kahve seçmesi kalır : d
1052,1052,"Çaldırandan da hesap sor Cemal hoca :) :) 

Suça Azmettirme  (TCK m.38);

""Azmettiren kişi, suç teşkil eden fiili işleyecek kişinin karar almasında önemli bir rol üstlendiğinden azmettiren de işlenen suçun cezası ile cezalandırılır."" …","çaldırandan da hesap sor cemal hoca :) :) suça azmettirme ( tck m . 38 ) ; "" azmettiren kişi , suç teşkil eden fiili işleyecek kişinin karar almasında önemli bir rol üstlendiğinden azmettiren de işlenen suçun cezası ile cezalandırılır . ""   …"
1053,1053,duygusu olan her insan anlar be :),duygusu olan her insan anlar be :)
1054,1054,Canın nereye isterse :),canın nereye isterse :)
1055,1055,ineklere niye b12 veriyorlar ya?:)),ineklere niye b12 veriyorlar ya ? :) )
1056,1056,Ay hayır tabi ki :)),ay hayır tabii ki :) )
1057,1057,Fragmanı paylaşmayı unuttular :),fragmanı paylaşmayı unuttular :)
1058,1058,ödenemeyen hak olduk iyi mi :D,ödenemeyen hak olduk iyi mi : d
1059,1059,Umut :),umut :)
1060,1060,"Cuma ve Cumartesi kazançlıydım, pazar kazandığımın 8'de 1'ini geri verdim.

Kontrollü olabilmekte önemli, hele ki benim gibi kontrolü kaybeden biri için.. :)

Umarım hafta sonunu kazançlı geçirmişsinizdir.

Yarın yeni bir hafta başlıyor, kazançlı başlar ve bitiririz umarım.","cuma ve cumartesi kazançlıydım , pazar kazandığımın 8'de 1'ini geri verdim . kontrollü olabilmekte önemli , hele ki benim gibi kontrolü kaybeden biri için . . :) umarım hafta sonunu kazançlı geçirmişsinizdir . yarın yeni bir hafta başlıyor , kazançlı başlar ve bitiririz umarım ."
1061,1061,İnsan neden böyle bir video çeker ki :)),insan neden böyle bir video çeker ki :) )
1062,1062,Eyvallah :) ben anca zorda kalırsam yumurta kırabiliyorum benden bu tarz subliminal çıkmaz :d,eyvallah :) ben anca zorda kalırsam yumurta kırabiliyorum benden bu tarz subliminal çıkmaz : d
1063,1063,üstad #asuzu yok listede kıyamet kopmaz inşallah yarın akşam :),üstat #asuzu yok listede kıyamet kopmaz inşallah yarın akşam :)
1064,1064,Gulli :p,ağıllı :p
1065,1065,Burdan da telif yemeyelim Umut Ela Tengül (Hellboyumut):)  …,buradan da telif yemeyelim umut ela Tekgül ( Hellboy'umu ) :)   …
1066,1066,Ondan kaynaklı demek ki :) ben araştırdım kullandım üstteki deriyi soyarak iyileştiriyor da öyle bir anda değil :),ondan kaynaklı demek ki :) ben araştırdım kullandım üstteki deriyi soyarak iyileştiriyor da öyle bir anda değil :)
1067,1067,Yüzümdeki tebessümü anlatıcak kelimeler bulamıyorum :))),yüzümdeki tebessümü anlatacak kelimeler bulamıyorum :) ) )
1068,1068,saat 3 te amfide tek gel :),saat 3 te amfide tek gel :)
1069,1069,ilknur şeref sayende müthiş bi şarkı keşfettim teşekkürler :) @ilknursereff,ilknur şeref sayende müthiş bir şarkı keşfettim teşekkürler :) @ilknurşereff
1070,1070,Vay amk! :)) …,vay amk ! :) )   …
1071,1071,"Görəsən yaşasam 30 yaşdan sonra necə yaşayacam, nə düşünəcəm, maraqlıdır.))  Hiss edirəm 2 ilə 25 yaxınlaşır qəribə oluram, ay allah. :D","görəsən yaşasam 30 yaştan sonra neci yaşayacağım , nə düşünəcəm , maraqlidir . ) ) hisse edirəm 2 ilə 25 yaxinlaşır qəribə olursa , ay allah . : d"
1072,1072,Neheside ezbenî! :),neheside ezbenî ! :)
1073,1073,Taejinist broları severim :),taejinist büroları severim :)
1074,1074,O zaman beklemek sevdanın zekatıdır :),o zaman beklemek sevdanın zekatıdır :)
1075,1075,unutunca dm ne atarım :),unutunca dm ne atarım :)
1076,1076,En Yen Olanından  :)pic.twitter.com/D26Is9aa82,en yen olanından :) piç . twitter.com/d26iş9aa82
1077,1077,"Anneannem inekten süt almak için yarım saat sevip keyfinin gelmesini bekliyor, bizim bu elemanların eğlencesine bakın :)

#Pazarpic.twitter.com/4buz29FyW0","anneannem inekten süt almak için yarım saat sevip keyfinin gelmesini bekliyor , bizim bu elemanların eğlencesine bakın :) #pazarpiç . twitter.com/4buz29fyw0"
1078,1078,Iyiyim sen nasılsın :),iyiyim sen nasılsın :)
1079,1079,Bi haydar birde doğan :),bir haydar birde doğan :)
1080,1080,Can'ım kardeşimin şaheseri :)pic.twitter.com/uxFUnWepB2,canım kardeşimin şaheseri :) piç . twitter.com/uxfunwepb2
1081,1081,Şu anda daha fazla kişiyi takip edemezsin diye uyarı verdi tıbıtır :) Takip eden arkadaşlarımın bilgisine.. Engel kalktığında Geri dönüş yapacağım.,şu anda daha fazla kişiyi takip edemezsin diye uyarı verdi tibitir :) takip eden arkadaşlarımın bilgisine . . engel kalktığında geri dönüş yapacağım .
1082,1082,benim de oyle bir de bunun bir ustu herkes evlendı sen kaldına dönuyor iş :))),benim de öyle bir de bunun bir üstü herkes evlendi sen kaldın dönüyor iş :) ) )
1083,1083,Doğa ile Medeniyet iç içe yaşamaya başladığında.. :))pic.twitter.com/4pUghOWFk5,doğa ile medeniyet iç içe yaşamaya başladığında . . :) ) piç . twitter.com/4pughowfk5
1084,1084,Ahaha Kanki paylaşımı bir okusana sen nasıl anlarsın :),Ahat'a kanki paylaşımı bir oku sen nasıl anlarsın :)
1085,1085,"Caner Erkin ile Gökhan gönül bu sezon 13 gole katkı yaptı 

Teşekkürler Aziz yıldırım :)pic.twitter.com/ka4uVnlvG7",caner erkin ile gökhan gönül bu sezon 13 gole katkı yaptı teşekkürler aziz yıldırım :) piç . twitter.com/ka4uvnlvg7
1086,1086,"Sürekli böyle uyuyor, komik bir çocuk  :Dpic.twitter.com/MFzljmRBs3","sürekli böyle uyuyor , komik bir çocuk : piç . twitter.com/mfzljmrbs3"
1087,1087,Oğlum okumuş tweeti baba noktalama işaretlerin dramatik diyor.. Dedim o da olsa Nobel alırız amk. :) 8. Sınıf.. Sınav dalgasına manyak ettiler çocukları dilbilgisi filan.. …,oğlum okumuş tweeti baba noktalama işaretlerin dramatik diyor . . dedim o da olsa nobel alırız amk . :) 8. sınıf . . sınav dalgasına manyak ettiler çocukları dilbilgisi filan . .   …
1088,1088,Kakule bu muymuş?:),kakule bu muymuş ? :)
1089,1089,"likit çekmeyi denedinmi hiç bence hoş olur
ben cok severim mesela :)",likit çekmeyi denedin mi hiç bence hoş olur ben çok severim mesela :)
1090,1090,"Hocam, eski Başbakan yahnisi yoğanlı mı, yenir soğansız mı?..:)","hocam , eski başbakan yahnisi soğanlı mı , yenilir soğansız mı ? . . :)"
1091,1091,"Bir ilişkinin evrimi: Canım, Aşkım, Bitanem, Nefesim, Salak, Gerizekalı, Öküz, Şerefsiz, Yavşak, Piç, Siktirgit, THE END :D ","bir ilişkinin evrimi : canım , aşkım , birtanem , nefesim , salak , gerizekalı , öküz , şerefsiz , yavşak , piç , sıktırgıt , the end : d"
1092,1092,manyağın şuursuzun teki tutturmuş kölem olda kölem ol... yok havla felan..kafayı yemiş yav :D,manyağın şuursuzun teki tutturmuş kölem ol da kölem ol ... yok havla falan . . kafayı yemiş yahu : d
1093,1093,Rapten duygusal müziklere geçirtecek kadar naptın bana :D ?,rapten duygusal müziklere geçirtecek kadar yaptın bana : d ?
1094,1094,konuşuruz o halde. ben henüz bilmiyorum gelecek haftam nasıl olcak :),konuşuruz o halde . ben henüz bilmiyorum gelecek haftam nasıl olacak :)
1095,1095,Yaa ama gerçekten çok güzel gülüyorsunuz :) dünden beri gündemimiz bu pic.twitter.com/tRTXmr3t6r,yaa ama gerçekten çok güzel gülüyorsunuz :) dünden beri gündemimiz bu piç . twitter.com/trtxmr3t6r
1096,1096,Mılleti obeziteye itiyor. İnşallah yüce devletimiz yakında yasaklar 1 km yoluda  yürüyelim bi zahmet be :),milleti obeziteye itiyor . inşallah yüce devletimiz yakında yasaklar 1 km yolu da yürüyelim bir zahmet be :)
1097,1097,ailecek severek geliyorduk menü gayet zengin fakat ne zaman tabüllata bağlandı işte o zaman kabak tadı verdi :))),ailecek severek geliyorduk menü gayet zengin fakat ne zaman tabüllata bağlandı işte o zaman kabak tadı verdi :) ) )
1098,1098,Bu sikicinin hesabini bilen var mi yaa siken cocuga ulasmam lazim :),bu sikicinin hesabını bilen var mı yaa siken çocuğa ulaşmam lazım :)
1099,1099,tuzlaya çok pis kıl oldum :D,tuzlaya çok pis kıl oldum : d
1100,1100,Ya niye böyle şeylere giriyorsun biliyorum beni sevdiğini işte @minonedirya  :)pic.twitter.com/4k4TiKLmwg,ya niye böyle şeylere giriyorsun biliyorum beni sevdiğini işte @minönedirya :) piç . twitter.com/4k4tıklmwg
1101,1101,Çocukluktaki kartopu şavaşlarında büyük yenilgiler tatmış bir arkadaşımız olabilir misiniz? :),çocukluktaki kartopu savaşlarında büyük yenilgiler tatmış bir arkadaşımız olabilir misiniz ? :)
1102,1102,@Anatolialia aday gösterdi beni torpilliyim. :),@anatolialia aday gösterdi beni torpilleyeyim . :)
1103,1103,"Eyvallah abi , ben bu raconu evli olan birinin kesmesi lazım demek istemiştim :)","eyvallah abi , ben bu raconu evli olan birinin kesmesi lazım demek istemiştim :)"
1104,1104,Su sıcaklığını ölçüp termal mayoları giymişler :) …,su sıcaklığını ölçüp termal mayoları giymişler :)   …
1105,1105,Trendyol botlarım inşallah yaz gelince gelmez :),trendyol botlarım inşallah yaz gelince gelmez :)
1106,1106,"Pardon, biliyor gibi fotolara bakınca :)","pardon , biliyor gibi fotolara bakınca :)"
1107,1107,Bugün anladım ki Sakarya Poyrazlar gölü taniat parkı kafa dinlemek için müthiş bir yer. :) şiddetle tavsiye ederim.,bugün anladım ki sakarya poyrazlar gölü tabiat parkı kafa dinlemek için müthiş bir yer . :) şiddetle tavsiye ederim .
1108,1108,Boşver yine açma :),boşver yine açma :)
1109,1109,İsyan etme kanka üzül... :D,isyan etme kanka üzül ... : d
1110,1110,Kışa  hazırlıklı yım  5 kavanoz Sahlep  Ve yanına da Leblebinin başkenti  denilen Serinhisar dan leblebilerim var  Ağustos  böcekleri ne  su yok  :)),kısa hazirlikliyim yim 5 kavanoz sahlep ve yanına da leblebinin başkenti denilen serinhisar dan leblebilerim var ağustos böcekleri ne su yok :) )
1111,1111,Aynen öyle :)),aynen öyle :) )
1112,1112,"“Havacılık Güvenliği” tezimi yazarken de sıkça atıfta bulunduğum sevgili hocam, değerli büyüğüm Ender Gerede ile HUP Kongresi’nde bir araya geldik. Kendisiyle #havadansudan sohbet etme şansım oldu.Bir daha ki sefere daha uzun bir şekilde sohbet etme sözünü kendisinden aldım :)pic.twitter.com/JdNibxgzoo","“ havacılık güvenliği ” tezimi yazarken de sıkça atıfta bulunduğum sevgili hocam , değerli büyüğüm ender gere de ile hep kongresinde bir araya geldik . kendisiyle #havadansudan sohbet etme şansım oldu . bir daha ki sefere daha uzun bir şekilde sohbet etme sözünü kendisinden aldım :) piç . twitter.com/jdnibxgzoo"
1113,1113,seneye 33ü giysin bana onu daha çok anımsatıyor :),seneye 33ü giysin bana onu daha çok anımsatıyor :)
1114,1114,"Benim hiç başıma gelmedi ama böyle yapıyorlar, kardeşim de yaptı bir kere. Düşük ısıda olacak ve sadece alttan ısıtma olsun. Sonra da neden böyle oldu onu düşün, bir şey az ya da fazla gelmiştir :) geçmiş olsun","benim hiç başıma gelmedi ama böyle yapıyorlar , kardeşim de yaptı bir kere . düşük ısıda olacak ve sadece alttan ısıtma olsun . sonra da neden böyle oldu onu düşün , bir şey az ya da fazla gelmiştir :) geçmiş olsun"
1115,1115,"Hiç bir şey yapmamak çok zevkli bir şeydir : )
Çünkü zarar vermeyiz hiç bir şeye.",hiç bir şey yapmamak çok zevkli bir şeydir : ) çünkü zarar vermeyiz hiç bir şeye .
1116,1116,Sağ olasın abla :),sağ olasın abla :)
1117,1117,İçlik giyende piçlik olmaz derler ondandır :D:D:D Ama ben hiç giymedim nedense :D:DD,içlik giyende piçlik olmaz derler ondandır : d : d : d ama ben hiç giymedim nedense : d : dd
1118,1118,ahahaha daha o kadar kırmadım kafayı :),ahahaha daha o kadar kırmadım kafayı :)
1119,1119,Tam denk gelmiş :)),tam denk gelmiş :) )
1120,1120,suçu atmaya çalışma :D,suçu atmaya çalışma : d
1121,1121,yani :) sonra neden demedin de dersiniz :) aranızda unutanlarınız çıkıyor :D,yani :) sonra neden demedin de dersiniz :) aranızda unutanlarınız çıkıyor : d
1122,1122,Eskiden aldığın maaşla şuan aldığın maaşı da yaz bakalım ne kadar fazladan yiyorsun :),eskiden aldığın maaşla şu an aldığın maaşı da yaz bakalım ne kadar fazladan yiyorsun :)
1123,1123,Çok iyi :),çok iyi :)
1124,1124,"Rahmetli cemil ağa ile ,Kadir Özcan da gelseymis. Ona da bir daha sefer Halil abi niyet eder artık. :)","rahmetli cemil ağa ile , kadir özcan da gelseymiş . ona da bir daha sefer halil abi niyet eder artık . :)"
1125,1125,:))öyleyim emin ol,:) ) öyleyim emin ol
1126,1126,"yapamadığımı hissettiğim zaman canını çok sıkan, ama öyle zamanlarda bile ille bir öğrencinin seni gururlandırdığı bir durumun yaşandığı, işte o zaman da onlardan güç aldığın bir durum. neyini genellemeyecekmişim bunun :)","yapamadığımı hissettiğim zaman canını çok sıkan , ama öyle zamanlarda bile ille bir öğrencinin sen gururlandırdığı bir durumun yaşandığı , işte o zaman da onlardan güç aldığın bir durum . neyini genellemeyecekmişim bunun :)"
1127,1127,Kesinlikle olması gereken bu :) tam olarak bunu vurgulamak istedim zaten :) içi boş söylemleri bırakıp aam akıllı okumalı ve kendini yetiştirmeli,kesinlikle olması gereken bu :) tam olarak bunu vurgulamak istedim zaten :) içi boş söylemleri bırakıp ama akıllı okumalı ve kendini yetiştirmeli
1128,1128,":)

O kızlar -ki yollarda kahkahaları çınlar-
Beni unutmasınlar, beni unutmasınlar!

Ârif Nihad Asya",":) o kızlar - ki yollarda kahkahaları çınlar - beni unutmasınlar , beni unutmasınlar ! arif nihad asya"
1129,1129,Kırıkkale’de okuduğun için benim yıkılmama gerek yok :D onu yenişehir’de her an yapabilirler :Ddd,kırıkkalede okuduğun için benim yıkılmama gerek yok : d onu yenişehirde her an yapabilirler : ddd
1130,1130,Evlilik nasıl olmalı işte böyle olmalı hocam :) maşallah diyelim,evlilik nasıl olmalı işte böyle olmalı hocam :) maşallah diyelim
1131,1131,"Bloklamayı ihmal ettiklerimdenmiş, teşekkürler :))","bloklamayı ihmal ettiklerimdenmiş , teşekkürler :) )"
1132,1132,Davulun sesi mi desem bekara boşanmak kolay mı desem bilemedim :)),davulun sesi mi desem bekara boşanmak kolay mı desem bilemedim :) )
1133,1133,Tamamdır :),tamamdır :)
1134,1134,Eyvallah baba :),eyvallah baba :)
1135,1135,Kankaya mal denmez :),kankaya mal denmez :)
1136,1136,Özledim ya Rıza abiyi :D,özledim ya rıza abiyi : d
1137,1137,Elmer Berger’in makalesi sadece ama sadece siyonizmi derinlemesine ele aliyor.Her bakımdan. Sordunuz anlattım.Anti siyonizmi değil. Makaleyi o kitapta bulabilirsiniz diye kaynağını belirttim. Ama niyet üzüm yemek olmayınca tabi böyle kelime oyunları  en sevdiğiniz.Çözdük artık.:),elmer bergerin makalesi sadece ama sadece siyonizmi derinlemesine ele alıyor . her bakımdan . sördünüz anlattım . anti siyonizmi değil . makaleyi o kitapta bulabilirsiniz diye kaynağını belirttim . ama niyet üzüm yemek olmayınca tabi böyle kelime oyunları en sevdiğiniz . çözdük artık . :)
1138,1138,"Buduurr,, :-):-):-)
Tek zor olacak şey buzdolabı, ve mobilya takımını çalmak,, nasıl sırtlayacağız ","buduurr , , :-) :-) :-) tek zor olacak şey buzdolabı , ve mobilya takımını çalmak , , nasıl sırtlayacağız"
1139,1139,hayatımın en kötü senesinin bitimi yaklaşıyor :) şükür ki daha kötüleri geliyor,hayatımın en kötü senesinin bitimi yaklaşıyor :) şükür ki daha kötüleri geliyor
1140,1140,Bende ondan konuştum zaten abi :) yoksa bi amacım yok ,bende ondan konuştum zaten abi :) yoksa bir amacım yok
1141,1141,"Var, sütü bu kadar iştahla içmiyor :)","var , sütü bu kadar iştahla içmiyor :)"
1142,1142,Hayat ne tuhaf öyle değil mi... biz atanmak için uğraşalım didinelim.. bi başkası hem de müdür bi kaç öğrenciyi idare edemeyip hakaret etsin.. adaletlisin be dünya hâle bak :) …,hayat ne tuhaf öyle değil mi ... biz atanmak için uğraşalım didinelim . . bir başkası hem de müdür bir kaç öğrenciyi idare edemeyip hakaret etsin . . adaletlisin be dünya hale bak :)   …
1143,1143,artık sensin yarın söyle o gıcığa :),artık sensin yarın söyle o gıcığa :)
1144,1144,Kırmızı şapkalı kız bu  :)),kırmızı şapkalı kız bu :) )
1145,1145,"Mutluluk spor para
Aga bu üçlü için devlet kurup yıkılır ama :)",mutluluk spor para ağa bu üçlü için devlet kurup yıkılır ama :)
1146,1146,"Bi ben bilmiyormuşum :) 
Teşekkür ederim ",bir ben bilmiyormuşum :) teşekkür ederim
1147,1147,"Bu cidden çok ağır oldu be kardeş, ama iyi oldu :)","bu cidden çok ağır oldu be kardeş , ama iyi oldu :)"
1148,1148,İbi dine ciyyet :) yerühe ıntake bes :) ,abi dine çiylet :) yerühe intak beş :)
1149,1149,"-Şu sitede bazı hesapları cidden çok seviyorum aq
+teŞeKküRleR :)))))))
-Ne deMekK ;;;;;;;;;;)
+dM geÇeLiM :dd",- şu sitede bazı hesapları cidden çok seviyorum aq + teşekkürler :) ) ) ) ) ) ) - ne demek ; ; ; ; ; ; ; ; ; ;) + dm geçelim : dd
1150,1150,Kürtlerin hangi yemeği ağır değil ki :)) @Bendis_89 güzel diyorsa güzeldir,kürtlerin hangi yemeği ağır değil ki :) ) @bendis_89 güzel diyorsa güzeldir
1151,1151,Teşekkürler :),teşekkürler :)
1152,1152,"Aysel'im
aferin
kendi kendine tezatsın/hani aşırılık iyi değildi.?
büyüledin kendini
kurtulamıyorsunda
yandık
yine başladım sürekli Sami dinlemeye..:) …",aysel'im aferin kendi kendine tezatsın / hani aşırılık iyi değildi . ? büyüledin kendini kurtulamıyorsunda yandık yine başladım sürekli sami dinlemeye . . :)   …
1153,1153,Yunanlar çıldırmış olmalı... bu soğukta... denize girmeye hazırlanmak...:),yunanlar çıldırmış olmalı ... bu soğukta ... denize girmeye hazırlanmak ... :)
1154,1154,Mushahaysgsgs haftalar sonra ilk üçe puan farkıyla giren beşiktaş taraftarı şampiyonluk havasına girmiş. Güzel güzel böyle oğlum özledik gelin sezon sonu yine yokları oynayacaksınız ama neyse :),mushahaysgsgs haftalar sonra ilk üçe puan farkıyla giren beşiktaş taraftarı şampiyonluk havasına girmiş . güzel güzel böyle oğlum özledik gelin sezon sonu yine yokları oynayacaksınız ama neyse :)
1155,1155,Aya gidelim o zaman :)),aya gidelim o zaman :) )
1156,1156,Bilet dünyasının Google'ı olduğumuz doğrudur :) Bir kaç adımda kolayca bilet satın alabilirsiniz.,bilet dünyasının Google olduğumuz doğrudur :) bir kaç adımda kolayca bilet satın alabilirsiniz .
1157,1157,1-2 saate bütün takipler geri gelir.. düzelir .. hg. :),1-2 saate bütün takipler geri gelir . . düzelir . . hg . :)
1158,1158,Şehrin en büyük organizasyonu halini aldı o sofra :),şehrin en büyük organizasyonu halini aldı o sofra :)
